 confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,Filename
0.875,0.69,0.49,0.3,0.44,0,0,0.28,0.33,0,0,1.5,0.31,1.62,0,0,0.32,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Training_79151250.csv 
0,2.3,0,0.35,1.39,1.28,0,2.08,2.9,0.16,1.11,0,0.26,1.19,0,0.13,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,Training_79198157.csv 
0.875,0,0,0,0.08,0,0,0,0,0,0,0.04,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Training_79337910.csv 
0.925,1.02,0,1.39,0.53,0,0,0,1.05,0.67,0.09,0.47,1.16,0.59,0.26,1.12,2.18,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,Training_79355075.csv 
0.875,1.32,0,0,1.96,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Training_79381162.csv 
0.875,0.72,0.57,0,1.88,0,0,0,0,0,0,0.97,0.11,0.89,0,0,0.74,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,Training_79433084.csv 
0.875,0.09,0,3.37,0,0.64,0.69,0.59,1.17,0.68,2.51,0,0.25,0.22,0.03,0.76,0.54,1.33,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,Training_79481389.csv 
0.875,0.84,0,1.14,0,0.24,0.24,0,0.56,0.94,0.07,0.71,0,0.18,0,0.36,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,Training_7953021.csv 
0.875,0.68,0,0,0,0,0,0,0,0.25,0.26,0,0.47,0,0.35,0,0.54,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Training_79669695.csv 
0.875,0,0,0,0.18,0,0.18,0.51,0,0,0.36,0.79,0,1.88,0,0.23,1.1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,Training_79747014.csv 
0.925,0.4,0,0.05,0.71,0,1.15,0,0.04,0.63,0,0,0.95,0.7,0,0.55,0.47,0.56,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Training_79893747.csv 
0.875,1.32,0.13,1.3,1.17,0.25,0,0,0,0,0.98,1.06,0.46,0.29,0.84,0,0.55,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,Training_79943730.csv 
0.975,0,0,0,0.98,0,0,0,0,0,0,0.33,0,0,0,0,1.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Training_80038947.csv 
0,0.85,0.49,0,2.35,0.08,0,1.19,0,0.05,0.1,0,0,0.04,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Training_80114582.csv 
0.875,0,0,0,0,0.31,2.31,0.73,0,0,0,0,0,0.05,0,0.41,2.9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Training_80248493.csv 
0.975,0.46,0,0.62,0,0.78,0,0.69,1.53,0.91,0,0.25,0.01,1.2,0,0.79,0,0.17,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,Training_80255246.csv 
0.925,0.7,0,0.96,2.16,0,0,0,0.77,0.09,0,0,0,2.17,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,Training_80319638.csv 
0.875,0.04,1.32,0,3.9,0,0,0,0,0,0.16,0.4,0,0.65,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Training_80329954.csv 
0.575,0,0,0.8,0.91,0,0,0,0,0.03,0,0,0,0.67,0,0.29,1.42,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Training_80375518.csv 
0.925,0.01,0.16,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0.44,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,Training_80431306.csv 
0.875,0.8,0.62,1.24,0,1.44,1.52,1.02,2.09,1.86,2.3,0.16,0.33,0.61,0,1.6,0.92,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,Training_80454820.csv 
0.925,0,0,0,0.91,0,0,0,0.44,0.25,1.39,0,0,0.04,0,0,0,0.35,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,Training_80538316.csv 
0.875,0,0,1.76,0,2.21,2.39,1.45,1.76,2.12,2.38,0.04,0.25,0.48,0,1.77,1.38,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,Training_80605908.csv 
0.875,1.05,0.59,0,3.75,0,0.09,0,0.29,0.03,0,1.2,0.54,1.35,0,0,0.17,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,Training_80609503.csv 
0.025,0,0,0.05,0.54,0.11,0.74,0.5,1.2,0.85,0.94,0.47,0.26,1.45,0.73,0,0,0.02,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,Training_80611396.csv 
0.875,0.61,0,0.27,0,0,2.11,0,0,0,0,0,0,0.08,0.11,0.73,1.04,0.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Training_80617187.csv 
0.875,0,0,0,0.84,0,0.25,0.17,0.18,0.05,0,0.55,0,0.77,0,0,1.4,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,Training_80621317.csv 
0.875,0.93,0.31,0.55,0.93,0,0,0,0,0,0,0.88,0,0,0,0,0,0.1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Training_80686318.csv 
0.975,0.01,0,0.19,0,2.08,2.46,2.03,0.72,0,0,0.64,0,1.7,0,0,0.07,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,Training_80689648.csv 
0.925,0,0,0.07,0,0,0.04,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_80692241.csv 
0.875,1.83,0.31,0,0.21,0.69,1.34,0,0.31,0.7,0.17,0.36,0.17,0,0,0.39,0.65,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,Training_80765925.csv 
0.025,1.77,0.07,0,1.02,0.7,0.69,0,0.16,0.91,0,0.4,0.94,2.25,0.18,0.07,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,Training_80807753.csv 
0.975,0,0.13,0,0,0,0,0,0,0.51,0.53,0.4,0,1.98,0,0,0.15,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,Training_80845265.csv 
0.875,1.64,0.22,0,0.36,0,0.52,0,0,0.54,0,0.01,0.14,0.61,0,0.15,0.3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Training_80868591.csv 
0.875,0.51,0,0,0,0,0.09,0,0,0,0,0.43,0,0.41,0,0.25,1.07,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,Training_80897919.csv 
0,0.98,0,1.17,0.35,0,0,0,0.35,0.25,0,0.59,0,0,0,0.62,0.09,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,Training_80898798.csv 
0.925,0.07,0.54,0,0,0,0,0,0,0.3,0,0,0,0,0.53,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Training_8093311.csv 
0,0.97,0,0.55,0,0,0.97,0.41,0.77,0,0.87,0.02,0,0.72,0,0.72,1.58,0.01,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,Training_81188623.csv 
0.975,1.09,0.81,0.05,0.72,0.48,1.06,0.52,1.12,0,0.75,0.89,0.08,0.86,0,0.24,0.97,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,Training_81266951.csv 
0.875,0.51,0.65,0,0,0,0.27,0,0,0.27,0,0.31,0,0.3,0,0.14,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Training_81276282.csv 
0,0.6,0.56,0.97,1.79,0,0,0,0,0,0,0.69,0,0,0,0.21,0.71,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Training_81325211.csv 
0,0,0,0.47,1.09,0,0,0,0.01,0,0,0.35,0,0,0,0.65,0.63,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Training_81371799.csv 
0.025,1.92,1.21,0,3.11,0.37,0,0,0,0.54,0,0.69,2.95,1.18,0.77,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,Training_81420285.csv 
0.875,0.6,0,0,0,0,0,0,0,0.29,0,2.94,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Training_81474503.csv 
0.875,0,0,0,0.58,0,0,0,0,0,0,0.04,0,0,0,0,0.14,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,Training_81484770.csv 
0.975,0.86,0,0,0.54,0,0,0,0.36,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,Training_81525924.csv 
0.875,1.14,0,1.5,0.18,0,1.1,0.69,1.13,0,0.71,0.43,0.32,0.88,0,0.43,0.67,0.74,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,Training_8161649.csv 
0.875,0.04,0,0,0,0,0.58,0.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Training_81674013.csv 
0.775,0.26,0.5,0,2.48,0.54,0,0,0,0.14,0,0.26,0.87,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,Training_816791.csv 
0.925,0,0,0.91,0.1,0,0,0,0.05,1,2.16,0,0,0,0,0.45,0,0.82,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,Training_81710587.csv 
0.875,0,0,0,0,0.4,1.93,1.05,0.34,0,0,0.58,0.54,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Training_81861307.csv 
0.875,0.32,0,0.55,0.17,0,0,0.67,0,0,0,0.18,0,0,0.26,0,0.48,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_81916847.csv 
0.875,0.65,0.37,0,1.39,0,0,0,0,0,0,0.6,0,0,0.14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Training_81934720.csv 
0,0.85,0,0,1.45,0,0,0.11,0.29,0,0,1.15,0.77,2.02,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,Training_81948737.csv 
0.975,0.08,0,0,0.26,0,0,0,1.56,0.17,0.21,1.15,2.35,1.57,0.13,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,Training_81971844.csv 
0,0.84,0.13,0.6,0,0,0,0,1.41,0,0,0,0.68,0.66,0,1.04,0.8,0.13,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,Training_81983135.csv 
0.875,1.82,1.02,0,2.23,0,0,0,0,0.6,0.21,0.09,0.49,0,0,0.13,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Training_82028986.csv 
0.925,0,0,0.06,0,0,0,0.13,0,0,0,0.26,0,0,0,0,0.08,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Training_82067589.csv 
0,1.63,0.91,0,0.51,0,0,0,0,0.4,0.84,0,0,2.46,0,0.76,0.85,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,Training_82254176.csv 
0.875,0.4,0,0.59,0,0.1,1.02,0.45,0.2,0.44,0.03,0.36,0,0.37,0,0.39,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Training_82368990.csv 
0.875,1.28,0.49,0,0.64,0,0.99,0,1.72,0.73,0,0,1.01,0.68,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,Training_82378786.csv 
0.875,0.91,0.01,0,0.06,0,0,0.28,0,0,0,0,0.03,0.28,0,0,0.79,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,Training_82447115.csv 
0.875,1.06,0.45,0.04,1.75,0,0,0,0,0.21,0,0.09,1.59,0,0,0.84,0.58,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Training_82449946.csv 
0.875,0.93,0,0.45,0,0,0.68,0,0.3,0,0.65,0,0,0.69,0,0.43,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,Training_82593531.csv 
0.875,1.69,0,1.65,0.76,0,0,0,0,0.47,0,0,0,1.61,0,0.13,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Training_82600637.csv 
0.025,1.3,0.33,0,0.78,0,1.12,0.08,0,0.62,0.79,0.35,1.43,0.76,0,0.54,0.37,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,Training_82666560.csv 
0.025,0.82,0.57,0.98,0.38,0,0,0.14,0,0.6,1.29,0.22,0.77,0.53,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,Training_82780991.csv 
0,1.42,0.54,0,2.33,0,0,0,0,0.67,0,0.08,1.06,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,Training_82820209.csv 
0.875,0,0,0,0,0.37,1.28,0,0,0.17,0,0.03,0,0,0,0.29,0,0.15,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,Training_82820324.csv 
0.925,1.65,1.58,0.14,2.27,0.64,0.12,0,0.94,0.09,0.76,0.75,0,0,0.32,0.02,1.64,0.05,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,Training_82966035.csv 
0.875,1.12,1.07,0.48,1.01,0.72,0.72,0.63,1.27,0.35,0.77,0.6,1,0.58,0,0.44,0.64,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,Training_82993691.csv 
0.875,0,0.43,0.45,0.27,0,0,0,0,0,0.79,0,0.5,0.21,0,0,0.27,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_83161199.csv 
0.875,1.08,0.17,0,1.29,0,0,0,0.86,0.4,0,0.12,1.65,0.05,0.4,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,Training_83212187.csv 
0.925,1.37,0.93,1.95,0.37,0.02,0,0,1.33,0.2,1.09,0.43,0.26,1.33,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,Training_83365248.csv 
0.975,0.96,0,1.12,0,1.04,3.26,0.27,0.52,0.94,0,0,0,0,0,0.97,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,Training_83378570.csv 
0.875,0,0,0.41,0,0,0.93,0,0,0,2.08,0,0,0.13,0,0,0,0.81,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Training_83577908.csv 
0.875,0,0,0.41,0,0,0.93,0,0,0,2.08,0,0,0.13,0,0,0,0.81,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Training_83591485.csv 
0.975,0.27,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,1.09,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,Training_83603215.csv 
0.925,0.42,0.1,3.38,0.01,0.31,0.8,1.13,1.13,0,0,0.61,0,0.05,0,0,0.05,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Training_83660129.csv 
0.875,0,0.27,0,0.36,0,0.41,0,0,0,0,0.48,0,0.55,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Training_83732762.csv 
0.025,0.82,0.44,0,1.28,0,0,0,0,0.02,0,0.19,0.46,0.23,0.19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Training_83912451.csv 
0.875,0,0.58,1.62,0.04,0,0,0,0,0,0.42,0,0,0,0,0,0,1.43,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,Training_83924315.csv 
0.875,0.96,0,0,0,0,0,0,0,0,0.94,0.19,0,0.86,0,0,0.26,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_83928939.csv 
0,0,0.04,0,0.63,0,0,0,0,0.02,0,0,0.08,0,0,0,0,1.01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Training_83953948.csv 
0.875,1.21,0.62,0,1.22,0,0,0,0,0,1.33,0,0,0.76,0,0,0.52,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,Training_8397060.csv 
0.875,0.52,0,0,0,0.2,0,0,0.35,0.95,0,0.18,0.29,1.31,0.85,0,1.44,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,Training_83999470.csv 
0.875,0.72,0.57,0,1.88,0,0,0,0,0,0,0.97,0.11,0.89,0,0,0.74,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,Training_8401973.csv 
0.875,1.34,0.04,0,1.58,0,0.73,0.14,0,0,0,0.68,0,1.81,0.1,0,0.37,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Training_8403649.csv 
0,0,0.23,0,0.43,0,0.34,0,0,0,0,0.87,0,0,0,0,0.12,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Training_84040990.csv 
0,1.61,0,0,0.8,0.48,0.64,0,1.64,1.02,0.03,0.89,1.4,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,Training_84171282.csv 
0.875,0,0,0,1.02,0,0,0,0,0,0,0.74,0,0.22,0,0,0.53,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_84171314.csv 
0.875,1.12,0.75,0,1.66,0,0,0,0,0.67,0,0.1,1.27,0.56,0.13,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Training_84219701.csv 
0.875,0.76,0,2.31,0,0.86,1.12,0.36,2.18,1.89,0.59,0,0.56,0.28,0.09,0.65,1.11,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Training_84238456.csv 
0.925,0.16,0.42,0,0,0,0,0,0,0.32,0,0.35,0,0,0.99,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Training_84243875.csv 
0,1.46,0.52,0,1.87,0,0,0,0,0,0,0.4,0.71,0.57,0,0.68,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,Training_84271530.csv 
0.775,1.94,1.43,0,2.46,0,0,0,1.17,1.12,1.46,0.88,1.59,0.95,0.22,0.11,0.02,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,Training_84287869.csv 
0.925,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.91,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,Training_84303199.csv 
0,0,0,0.08,0.41,0,0.11,0,0,0.15,1.41,0,0,0,0,0,0,0.04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Training_84401230.csv 
0,0.95,0,1.64,0,0,0.58,0.29,0.19,0.01,0.17,0,0.36,0.02,0,0,0.19,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,Training_84490644.csv 
0.875,0,0,0.41,0,0,0.93,0,0,0,2.08,0,0,0.13,0,0,0,0.81,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Training_84516745.csv 
0.875,1.34,1.17,0,2.66,0,0,0,1.01,0.41,1.72,0,0,0.61,0,0.13,1.27,0.1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,Training_84637793.csv 
0,0,0,1.11,0,0.36,2.48,1.56,1.48,0.43,0.49,0.02,0,0.13,0,1.29,0.96,0.81,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,Training_84675746.csv 
0,1.16,0,0,0,0.7,0,0,0.44,1.12,0.19,0,0.89,0.46,0.32,0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Training_84743289.csv 
0.025,0.9,0.35,2.05,1.31,0,0,0,1.28,0.63,1.12,0.36,0.72,0.3,0.09,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Training_84777223.csv 
0.875,0.35,0,1.26,0.79,1.76,2.51,0.45,1.14,1.35,1.32,0,0,1.38,0,1.24,0.71,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,Training_8477872.csv 
0.875,0.09,0,0,1.4,0,0.05,0,0,0,0,0.75,0.16,0.23,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Training_84814213.csv 
0,0,0,0.58,0,0.32,0.67,0.81,0.74,0.54,1.08,0.1,0,2.63,0,1.22,0.57,0.38,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,Training_84851490.csv 
0.825,0,0,0,0,0,0.17,0.19,0,0.35,0,0.05,1.12,0,0.4,0,0,0.04,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Training_8491533.csv 
0.525,0.62,0.01,0.01,1.8,0,0,0,0.85,0,0,0.79,0.75,0.54,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Training_84958818.csv 
0.875,0,0,0.68,0.13,0.22,2.16,1.63,0,0,0,0.45,0,0.12,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,Training_8497941.csv 
0.875,0.7,0,0,0.49,0,0,0,0,0,0,0.95,1.28,0.3,0.16,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_84980771.csv 
0.925,0.77,0.68,0,1.68,0,0,0,0,0,0,0.37,0,0,0.26,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Training_85052612.csv 
0.925,0.9,0,1.95,0,0.11,1.84,0,0,0,0,0,0,0,0,0.21,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Training_85059395.csv 
0.875,0.59,0,0,0,0,0,0,0,0,0,0.02,0,0.65,0,0.11,0.94,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,Training_85082158.csv 
0.875,0.52,0.59,0,0.56,0.13,0,0,1.1,0,0.41,0,0.97,1.08,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,Training_85135984.csv 
0.875,1.64,0.22,0,0.36,0,0.52,0,0,0.54,0,0.01,0.14,0.61,0,0.15,0.3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Training_85155310.csv 
0.925,0.99,1.28,1.64,0,1.36,1.01,2.06,1.68,0,1.64,0.71,0.12,0.28,0,0.14,0.24,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,Training_85202797.csv 
0.875,1.25,0,0,0,0.43,0.61,0,0.22,1.08,0.68,0,0,0.73,0,0.62,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,Training_85205969.csv 
0.875,0.1,0,0,0,0.56,2.76,2.04,0.29,0.12,0.6,0.16,1.11,1.2,0.62,0.22,0.25,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,Training_85238058.csv 
0.875,0,0,1.69,0.57,0,0,0,0.28,1.08,2.84,0,0.74,0.26,0,0,0,0.7,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,Training_85307822.csv 
0.875,0,0,0.48,0,0,0.07,0,0,0,0,0,0,0.84,0,0,0,0.64,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,Training_85358794.csv 
0.875,0.7,1.06,1.38,0.67,0,0,0,0,0,0.43,0.17,0.67,0.43,0.6,0.03,0,0.16,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Training_85417450.csv 
0.875,0.04,0,1.86,1.34,0,1.33,0,0,0,0,0.38,0,0.83,0.32,0,0.36,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,Training_85515465.csv 
0.875,0,0,0,0,0,0.52,1.03,0,0,0,0.74,0,1.01,0.74,0,0,0.41,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,Training_85522518.csv 
0.825,0.24,0,0,0.85,0,0.13,0,0,0.31,0.05,0,0,0,0,0,0.25,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Training_85669847.csv 
0,1.94,2.2,0,3.38,0,0,0,0.01,0.03,0.07,0,2.04,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Training_85697399.csv 
0.975,1.57,0,0,0,0.99,1.72,0.82,0.89,0,0,0.55,0,0.87,0,0,0.01,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,Training_85793456.csv 
0,0.06,0,2.12,0,0.15,0,0.02,0,0,0,0.13,0,0.86,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,Training_85800493.csv 
0.925,0.67,0.5,0,0.77,0,0,0,0,0.24,0,0,0,0.43,0.05,0.2,0.77,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Training_85820717.csv 
0.375,0,0,0,0,0,0,0,0,0.07,0,0.68,1.81,0,0.24,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Training_85912881.csv 
0.875,0.58,0.02,0,2.47,0,0,0,0,0,0,0.71,0.22,0.6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Training_85916307.csv 
0.875,0.87,0,0,0.48,0,0,0.68,0,0.34,0,0.82,0,0.37,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,Training_8593561.csv 
0,1.2,1.55,0.32,2.2,0,0,0,0,0,0,0,0,0.81,0,0.21,1.04,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,Training_85976655.csv 
0.875,1.06,1.3,2.4,0,0,0,0,0,0.24,0.7,0,0,0.27,0,0,0.56,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Training_86046923.csv 
0.875,0.72,0,0.62,1.38,0.38,0.81,0,0.5,0.15,1.33,0.68,2.44,2.45,0.03,0.83,1.68,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,Training_86053352.csv 
0.875,1.56,0.43,0,1.03,0,0.94,0,0,0.52,0.45,0.22,1.5,0.64,0,0.72,0.44,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,Training_86081642.csv 
0.875,1.64,0.37,0.44,1.12,0.21,0.15,0,2.25,0.48,0.25,0.17,0,0.97,0,0,0,0.33,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,Training_86101318.csv 
